"YEAR","NEWCOURSECODE","NEWCOURSETITLE","STUDYLEVEL","COMMUTELENGTH","ACCOMMODATIONTYPE","CAMPUSPOSTCODE","AVERAGEMODULEMARK","PERCENTAGEATTENDANCE","DEGREETYPE","DEGREECLASS"
"2017/18","BATOE02F","BA Tourism Planning and Management FT","Level 6",10.05,"Unknown","NW1 5LS",60,56.67,"BA","2:i"
"2016/17","BABSM06F","BA Business Management FT","Level 5",2.81,"Commuter","NW1 5LS",40,56,"BA","3rd"
"2016/17","BSACC01F","BSc Accounting FT","Level 4",3.66,"Commuter","NW1 5LS",86,77.63,"BSc","1st"
"2017/18","BSACC01F","BSc Accounting FT","Level 5",3.66,"Commuter","NW1 5LS",82,80.26,"BSc","1st"
"2017/18","BATFM01F","BA Film FT","Level 4",0.59,"UoW Halls","HA1 3TP",66,13.98,"BA","2:i"
"2017/18","BAMRK02F","BA Marketing Communications FT","Level 4",0.77,"Other inc. Private Halls","NW1 5LS",57,69.44,"BA","2:ii"
"2016/17","BAPHT01F","BA Contemporary Media Practice FT","Level 6",0.76,"Other inc. Private Halls","HA1 3TP",66,9.09,"BA","2:i"
"2016/17","BAENG07F","BA English Literature FT","Level 6",8.08,"Other inc. Private Halls","W1B 2HW",62,19.74,"BA","2:i"
"2016/17","BSCSS02F","BSc Computer Science FT","Level 6",8.31,"Commuter","W1W 6XH",61,57.75,"BSc","2:i"
"2016/17","BATFM01F","BA Film FT","Level 6",5.15,"Unknown","HA1 3TP",67,1.45,"BA","2:i"
"2017/18","BAARC01F","BA Architecture FT","Level 4",6.07,"UoW Halls","NW1 5LS",62,52.34,"BA","2:i"
"2016/17","BSPSY02F","BSc Psychology FT","Level 4",4.41,"Other inc. Private Halls","W1W 6XH",66,88.73,"BSc","2:i"
"2017/18","BSPSY02F","BSc Psychology FT","Level 5",3.78,"Other inc. Private Halls","W1W 6XH",69,90,"BSc","2:i"
"2016/17","BSPSY02F","BSc Psychology FT","Level 5",4.08,"Commuter","W1W 6XH",58,77.46,"BSc","2:ii"
"2017/18","BSPSY02F","BSc Psychology FT","Level 6",4.08,"Commuter","W1W 6XH",64,52.73,"BSc","2:i"
"2016/17","BABSM06F","BA Business Management FT","Level 4",8.67,"Commuter","NW1 5LS",70,65.33,"BA","1st"
"2017/18","BABSM06F","BA Business Management FT","Level 5",9.64,"Other inc. Private Halls","NW1 5LS",70,68.42,"BA","1st"
"2016/17","BLLAW02F","LLB Law FT","Level 5",2.55,"Other inc. Private Halls","W1B 2HW",61,81.91,"LLB","2:i"
"2017/18","BLLAW02F","LLB Law FT","Level 6",2.55,"Other inc. Private Halls","W1B 2HW",65,53.49,"LLB","2:i"
"2017/18","BABSM06F","BA Business Management FT","Level 4",1.75,"Other inc. Private Halls","NW1 5LS",76,84.93,"BA","1st"
"2016/17","BABSM06F","BA Business Management FT","Level 5",28.94,"Unknown","NW1 5LS",64,81.61,"BA","2:i"
"2017/18","BABSM06F","BA Business Management FT","Level 6",28.94,"Unknown","NW1 5LS",71,73.77,"BA","1st"
"2016/17","BACRI01F","BA Criminology FT","Level 6",10.87,"Commuter","W1B 2HW",63,29.03,"BA","2:i"
"2016/17","BSFIN01F","BSc Finance FT","Level 4",8.42,"Commuter","NW1 5LS",64,51.72,"BSc","2:i"
"2017/18","BSFIN01F","BSc Finance FT","Level 5",1.84,"Other inc. Private Halls","NW1 5LS",58,14.67,"BSc","2:ii"
"2016/17","BLLAW02F","LLB Law FT","Level 5",10.1,"Other inc. Private Halls","W1B 2HW",51,62.11,"LLB","2:ii"
"2017/18","BLLAW02F","LLB Law FT","Level 6",10.1,"Other inc. Private Halls","W1B 2HW",54,48.33,"LLB","2:ii"
"2017/18","BAFAS03F","BA Fashion Merchandise Management FT","Level 4",3.16,"Commuter","HA1 3TP",53,74.29,"BA","2:ii"
"2016/17","BABSM06F","BA Business Management FT","Level 5",15.42,"Other inc. Private Halls","NW1 5LS",55,28.12,"BA","2:ii"
"2017/18","BABSM06F","BA Business Management FT","Level 6",8.64,"Other inc. Private Halls","NW1 5LS",37,7.89,"BA","3rd"
"2016/17","BAHRM01F","BA Human Resource Management FT","Level 4",2.38,"Other inc. Private Halls","NW1 5LS",68,65.06,"BA","2:i"
"2017/18","BAHRM01F","BA Human Resource Management FT","Level 5",4.31,"Other inc. Private Halls","NW1 5LS",67,61.97,"BA","2:i"
"2016/17","BABSM07F","BA International Business FT","Level 6",24.41,"Unknown","NW1 5LS",56,20.62,"BA","2:ii"
"2016/17","BAENG02F","BA English Literature and Language FT","Level 4",10.33,"Unknown","W1B 2HW",66,45.92,"BA","2:i"
"2017/18","BAENG02F","BA English Literature and Language FT","Level 5",10.33,"Unknown","W1B 2HW",61,61.02,"BA","2:i"
"2016/17","BSPOC07F","BSc Real Estate FT","Level 6",41.85,"Unknown","NW1 5LS",0,7.94,"BSc","3rd"
"2017/18","BSPOC07F","BSc Real Estate FT","Level 6",5.81,"Other inc. Private Halls","NW1 5LS",64,28.38,"BSc","2:i"
"2016/17","BABSM06F","BA Business Management FT","Level 6",11.39,"Unknown","NW1 5LS",62,46.51,"BA","2:i"
"2017/18","BAFAS02F","BA Fashion Design FT","Level 6",0.59,"UoW Halls","HA1 3TP",56,0,"BA","2:ii"
"2016/17","BAENG05F","BA English Literature and History FT","Level 4",3.06,"Commuter","W1B 2HW",48,56.92,"BA","3rd"
"2017/18","BAENG05F","BA English Literature and History FT","Level 5",3.06,"Commuter","W1B 2HW",37,37.97,"BA","3rd"
"2016/17","BABSM06F","BA Business Management FT","Level 5",2.42,"Other inc. Private Halls","NW1 5LS",49,47.13,"BA","3rd"
"2017/18","BABSM06F","BA Business Management FT","Level 6",2.43,"Other inc. Private Halls","NW1 5LS",53,33.77,"BA","2:ii"
"2017/18","BLLAW02F","LLB Law FT","Level 4",7.54,"Commuter","W1B 2HW",63,71.83,"LLB","2:i"
"2017/18","BSPSY02F","BSc Psychology FT","Level 4",6.74,"Commuter","W1W 6XH",4,31.58,"BSc","3rd"
"2016/17","BAHIS03F","BA History FT","Level 5",8.98,"Commuter","W1B 2HW",57,12.96,"BA","2:ii"
"2017/18","BAHIS03F","BA History FT","Level 6",8.98,"Commuter","W1B 2HW",50,12.73,"BA","2:ii"
"2017/18","BAJMC06F","BA Television Production FT","Level 4",0.59,"UoW Halls","HA1 3TP",67,46.43,"BA","2:i"
"2016/17","BABSM06F","BA Business Management FT","Level 5",7.15,"Other inc. Private Halls","NW1 5LS",53,41.86,"BA","2:ii"
"2017/18","BABSM06F","BA Business Management FT","Level 6",7.15,"Other inc. Private Halls","NW1 5LS",52,47.62,"BA","2:ii"
"2016/17","BASOC01F","BA Sociology FT","Level 5",3.84,"Commuter","W1B 2HW",63,45.45,"BA","2:i"
"2017/18","BASOC01F","BA Sociology FT","Level 6",3.84,"Commuter","W1B 2HW",66,26.32,"BA","2:i"
"2016/17","BAARC01F","BA Architecture FT","Level 5",6.49,"Unknown","NW1 5LS",55,57.75,"BA","2:ii"
"2017/18","BAARC01F","BA Architecture FT","Level 6",6.49,"Unknown","NW1 5LS",64,36.47,"BA","2:i"
"2016/17","BATOE01F","BA Tourism and Events Management FT","Level 4",26.57,"Unknown","NW1 5LS",51,61.64,"BA","2:ii"
"2017/18","BATOE01F","BA Tourism and Events Management FT","Level 5",29.24,"Unknown","NW1 5LS",47,35.14,"BA","3rd"
"2016/17","BSCSS02F","BSc Computer Science FT","Level 6",10.14,"Commuter","W1W 6XH",71,42.11,"BSc","1st"
"2017/18","BAARC02F","BA Interior Architecture FT","Level 4",2.23,"Other inc. Private Halls","NW1 5LS",70,43.96,"BA","1st"
"2016/17","BAJMC04F","BA Public Relations and Advertising FT","Level 4",3.54,"Other inc. Private Halls","HA1 3TP",63,58.9,"BA","2:i"
"2017/18","BAJMC04F","BA Public Relations and Advertising FT","Level 5",3.54,"Other inc. Private Halls","HA1 3TP",64,61.11,"BA","2:i"
"2016/17","BAJMC02F","BA Journalism FT","Level 6",10.54,"Other inc. Private Halls","HA1 3TP",70,1.67,"BA","1st"
"2016/17","BAMUS01F","BA Commercial Music FT","Level 6",0.6,"Other inc. Private Halls","HA1 3TP",42,13.56,"BA","3rd"
"2016/17","BAPHT02F","BA Photography FT","Level 5",15.21,"Commuter","HA1 3TP",65,12.26,"BA","2:i"
"2017/18","BAPHT02F","BA Photography FT","Level 6",15.21,"Commuter","HA1 3TP",65,6.67,"BA","2:i"
"2016/17","BAADS03F","BA Illustration and Visual Communication FT","Level 6",31.64,"Unknown","HA1 3TP",64,15,"BA","2:i"
"2016/17","BAJMC04F","BA Public Relations and Advertising FT","Level 6",2.24,"UoW Halls","HA1 3TP",69,52.63,"BA","2:i"
"2016/17","BLLAW02F","LLB Law FT","Level 5",1.52,"Other inc. Private Halls","W1B 2HW",53,70.41,"LLB","2:ii"
"2017/18","BLLAW02F","LLB Law FT","Level 6",1.71,"Other inc. Private Halls","W1B 2HW",55,48.57,"LLB","2:ii"
"2016/17","BABSM06F","BA Business Management FT","Level 6",12.51,"Commuter","NW1 5LS",63,40,"BA","2:i"
"2016/17","BLLAW02F","LLB Law FT","Level 4",0.32,"Other inc. Private Halls","W1B 2HW",59,66.33,"LLB","2:ii"
"2017/18","BLLAW02F","LLB Law FT","Level 5",0.32,"Other inc. Private Halls","W1B 2HW",61,70.73,"LLB","2:i"
"2016/17","BACRI02F","BA Sociology and Criminology FT","Level 4",8.6,"Commuter","W1B 2HW",59,80,"BA","2:ii"
"2017/18","BACRI02F","BA Sociology and Criminology FT","Level 5",8.6,"Commuter","W1B 2HW",60,72.58,"BA","2:i"
"2016/17","BAHIS01F","BA History and Politics FT","Level 5",4.85,"Other inc. Private Halls","W1B 2HW",67,38.1,"BA","2:i"
"2016/17","BSPOC05F","BSc Property and Planning FT","Level 4",9.9,"Commuter","NW1 5LS",74,65.33,"BSc","1st"
"2016/17","BABSM06F","BA Business Management FT","Level 6",12.65,"Other inc. Private Halls","NW1 5LS",71,47.44,"BA","1st"
"2016/17","BSPSY01F","BSc Cognitive and Clinical Neuroscience FT","Level 4",4.58,"Commuter","W1W 6XH",0,0,"BSc","3rd"
"2017/18","BABSM06F","BA Business Management FT","Level 4",0.74,"Other inc. Private Halls","NW1 5LS",69,68.06,"BA","2:i"
"2017/18","BSBIO01F","BSc Biochemistry FT","Level 6",10.09,"Other inc. Private Halls","W1W 6XH",33,6.02,"BSc","3rd"
"2016/17","BSECO01F","BSc Business Economics FT","Level 6",3.37,"Other inc. Private Halls","NW1 5LS",65,68.75,"BSc","2:i"
"2016/17","BABSM06F","BA Business Management FT","Level 4",11.56,"Commuter","NW1 5LS",59,25.58,"BA","2:ii"
"2017/18","BABSM06F","BA Business Management FT","Level 5",11.56,"Commuter","NW1 5LS",58,5.33,"BA","2:ii"
"2017/18","BSMGM03F","BSc Digital Media Development FT","Level 4",10.38,"Commuter","W1W 6XH",46,57,"BSc","3rd"
"2016/17","BLLAW02F","LLB Law FT","Level 4",6.66,"UoW Halls","W1B 2HW",59,61.86,"LLB","2:ii"
"2017/18","BLLAW02F","LLB Law FT","Level 5",6.66,"UoW Halls","W1B 2HW",51,35.53,"LLB","2:ii"
"2016/17","BSPSY01F","BSc Cognitive and Clinical Neuroscience FT","Level 5",8.99,"Commuter","W1W 6XH",76,91.3,"BSc","1st"
"2017/18","BSPSY01F","BSc Cognitive and Clinical Neuroscience FT","Level 6",8.99,"Commuter","W1W 6XH",75,68.75,"BSc","1st"
"2016/17","BABSM07F","BA International Business FT","Level 5",6.12,"Other inc. Private Halls","NW1 5LS",53,39.29,"BA","2:ii"
"2017/18","BABSM07F","BA International Business FT","Level 6",5.83,"Other inc. Private Halls","NW1 5LS",53,41.94,"BA","2:ii"
"2016/17","BSECO01F","BSc Business Economics FT","Level 6",7.66,"Commuter","NW1 5LS",43,15.05,"BSc","3rd"
"2016/17","BAMRK03F","BA Marketing Management FT","Level 4",8.7,"UoW Halls","NW1 5LS",57,76,"BA","2:ii"
"2017/18","BAMRK03F","BA Marketing Management FT","Level 5",6,"UoW Halls","NW1 5LS",67,84,"BA","2:i"
"2016/17","BATFM01F","BA Film FT","Level 4",0.59,"UoW Halls","HA1 3TP",57,8.33,"BA","2:ii"
"2017/18","BATFM01F","BA Film FT","Level 5",2.41,"Other inc. Private Halls","HA1 3TP",53,5.38,"BA","2:ii"
"2016/17","BSMGM01F","BSc Computer Games Development FT","Level 4",5.13,"Commuter","W1W 6XH",48,40.45,"BSc","3rd"
"2016/17","BAARC02F","BA Interior Architecture FT","Level 5",6.93,"Other inc. Private Halls","NW1 5LS",63,45.83,"BA","2:i"
"2017/18","BAARC02F","BA Interior Architecture FT","Level 6",6.93,"Other inc. Private Halls","NW1 5LS",67,43.66,"BA","2:i"
"2017/18","BAFAS02F","BA Fashion Design FT","Level 6",36.1,"Unknown","HA1 3TP",65,0,"BA","2:i"
"2016/17","BSPOC05F","BSc Property and Planning FT","Level 4",3.56,"Other inc. Private Halls","NW1 5LS",74,80,"BSc","1st"
"2017/18","BSPOC05F","BSc Property and Planning FT","Level 5",3.56,"Other inc. Private Halls","NW1 5LS",75,71.43,"BSc","1st"
"2016/17","BABSM06F","BA Business Management FT","Level 4",6.07,"UoW Halls","NW1 5LS",63,60,"BA","2:i"
"2017/18","BABSM06F","BA Business Management FT","Level 5",6,"UoW Halls","NW1 5LS",60,44.74,"BA","2:i"
"2016/17","BSNUT01F","BSc Human Nutrition FT","Level 5",6.69,"Other inc. Private Halls","W1W 6XH",66,56.1,"BSc","2:i"
"2017/18","BSNUT01F","BSc Human Nutrition FT","Level 6",6.39,"Other inc. Private Halls","W1W 6XH",67,50.98,"BSc","2:i"
"2016/17","BAPIR02F","BA International Relations FT","Level 6",2.92,"Other inc. Private Halls","W1B 2HW",48,43.02,"BA","3rd"
"2016/17","BABSM06F","BA Business Management FT","Level 5",4.35,"Commuter","NW1 5LS",48,25.84,"BA","3rd"
"2017/18","BABSM06F","BA Business Management FT","Level 6",4.35,"Commuter","NW1 5LS",50,23.61,"BA","2:ii"
"2016/17","BAARC02F","BA Interior Architecture FT","Level 6",13.76,"Commuter","NW1 5LS",78,13.58,"BA","1st"
"2016/17","BLLAW02F","LLB Law FT","Level 5",8.23,"Other inc. Private Halls","W1B 2HW",67,86.17,"LLB","2:i"
"2017/18","BLLAW02F","LLB Law FT","Level 6",8.23,"Other inc. Private Halls","W1B 2HW",72,75.81,"LLB","1st"
"2016/17","BAFAS03F","BA Fashion Merchandise Management FT","Level 4",0,"UoW Halls","HA1 3TP",60,59.72,"BA","2:i"
"2016/17","BSCSS02F","BSc Computer Science FT","Level 6",3.46,"Other inc. Private Halls","W1W 6XH",43,1.3,"BSc","3rd"
"2016/17","BSBMS01F","BSc Biomedical Sciences FT","Level 5",6.71,"Commuter","W1W 6XH",50,76.19,"BSc","2:ii"
"2017/18","BSBMS01F","BSc Biomedical Sciences FT","Level 4",5.04,"Commuter","W1W 6XH",52,59.04,"BSc","2:ii"
"2016/17","BALAN07F","BA Translation FT","Level 6",3.9,"Other inc. Private Halls","W1B 2HW",60,55.56,"BA","2:i"
"2016/17","BSCON02F","BSc Computer Network Security FT","Level 4",6.64,"UoW Halls","W1W 6XH",80,74.51,"BSc","1st"
"2017/18","BSCON02F","BSc Computer Network Security FT","Level 5",42.92,"Unknown","W1W 6XH",70,66.67,"BSc","1st"
"2016/17","BAMRK02F","BA Marketing Communications FT","Level 5",4.5,"Commuter","NW1 5LS",60,44.71,"BA","2:i"
"2017/18","BAMRK02F","BA Marketing Communications FT","Level 6",4.5,"Commuter","NW1 5LS",65,47.22,"BA","2:i"
"2016/17","BMMUS01F","BMus Commercial Music Performance FT","Level 5",13.72,"Commuter","HA1 3TP",65,45.16,"BMus","2:i"
"2017/18","BMMUS01F","BMus Commercial Music Performance FT","Level 6",13.72,"Commuter","HA1 3TP",62,28.12,"BMus","2:i"
"2016/17","BLLAW02F","LLB Law FT","Level 4",6.66,"UoW Halls","W1B 2HW",9,12,"LLB","3rd"
"2016/17","BAADS04F","BA Fine Art Mixed Media FT","Level 6",51.8,"Unknown","HA1 3TP",53,16.67,"BA","2:ii"
"2016/17","BAHIS03F","BA History FT","Level 4",6.66,"UoW Halls","W1B 2HW",60,62.32,"BA","2:i"
"2017/18","BAHIS03F","BA History FT","Level 5",38.49,"Unknown","W1B 2HW",61,64.29,"BA","2:i"
"2016/17","BSPSY01F","BSc Cognitive and Clinical Neuroscience FT","Level 6",6.56,"UoW Halls","W1W 6XH",63,83.87,"BSc","2:i"
"2016/17","BASOC01F","BA Sociology FT","Level 6",12.15,"Commuter","W1B 2HW",61,21.43,"BA","2:i"
"2016/17","BSACC01F","BSc Accounting FT","Level 5",9.02,"Unknown","NW1 5LS",57,13.95,"BSc","2:ii"
"2017/18","BSACC01F","BSc Accounting FT","Level 6",9.02,"Unknown","NW1 5LS",49,5.19,"BSc","3rd"
"2016/17","BAENG07F","BA English Literature FT","Level 6",6.51,"Other inc. Private Halls","W1B 2HW",58,45.31,"BA","2:ii"
"2016/17","BAJMC02F","BA Journalism FT","Level 4",0.59,"UoW Halls","HA1 3TP",53,41.98,"BA","2:ii"
"2017/18","BAJMC02F","BA Journalism FT","Level 5",4.08,"Unknown","HA1 3TP",58,24.14,"BA","2:ii"
"2017/18","BSCSS02F","BSc Computer Science FT","Level 4",3.03,"Other inc. Private Halls","W1W 6XH",60,61.54,"BSc","2:i"
"2016/17","BSBIO01F","BSc Biochemistry FT","Level 5",5.41,"Other inc. Private Halls","W1W 6XH",73,89.66,"BSc","1st"
"2017/18","BSBIO01F","BSc Biochemistry FT","Level 6",5.41,"Other inc. Private Halls","W1W 6XH",72,70.59,"BSc","1st"
"2017/18","BSCSS02F","BSc Computer Science FT","Level 4",3.75,"Commuter","W1W 6XH",77,91.11,"BSc","1st"
"2016/17","BACRI01F","BA Criminology FT","Level 5",9.46,"Commuter","W1B 2HW",61,77.78,"BA","2:i"
"2017/18","BACRI01F","BA Criminology FT","Level 6",10.21,"Other inc. Private Halls","W1B 2HW",59,53.85,"BA","2:ii"
"2017/18","BSCPM02F","BSc Herbal Medicine FT","Level 4",53.97,"Unknown","W1W 6XH",0,0,"BSc","3rd"
"2017/18","BABSM06F","BA Business Management FT","Level 4",1.41,"Commuter","NW1 5LS",52,56.63,"BA","2:ii"
"2016/17","BEELE01F","BEng Electronic Engineering FT","Level 4",7.66,"Commuter","W1W 6XH",66,78.23,"BEng","2:i"
"2016/17","BAHIS01F","BA History and Politics FT","Level 5",29.41,"Unknown","W1B 2HW",64,66.07,"BA","2:i"
"2016/17","BATFM01F","BA Film FT","Level 4",0.59,"UoW Halls","HA1 3TP",68,50,"BA","2:i"
"2017/18","BATFM01F","BA Film FT","Level 5",2.09,"Other inc. Private Halls","HA1 3TP",72,25.81,"BA","1st"
"2016/17","BSCSS02F","BSc Computer Science FT","Level 5",117.37,"Unknown","W1W 6XH",80,59.09,"BSc","1st"
"2016/17","BABSM07F","BA International Business FT","Level 6",2.32,"Other inc. Private Halls","NW1 5LS",57,16.83,"BA","2:ii"
"2016/17","BAMUS01F","BA Commercial Music FT","Level 4",0.59,"UoW Halls","HA1 3TP",51,57.14,"BA","2:ii"
"2017/18","BAMUS01F","BA Commercial Music FT","Level 5",2.13,"Other inc. Private Halls","HA1 3TP",29,45.24,"BA","3rd"
"2017/18","BSBIO02F","BSc Biological Sciences FT","Level 4",10.49,"Commuter","W1W 6XH",63,86.36,"BSc","2:i"
"2016/17","BSPOC06F","BSc Quantity Surveying and Commercial Management FT","Level 4",36.32,"Unknown","NW1 5LS",62,70,"BSc","2:i"
"2017/18","BSPOC06F","BSc Quantity Surveying and Commercial Management FT","Level 5",36.32,"Unknown","NW1 5LS",40,29.41,"BSc","3rd"
"2017/18","BAENG07F","BA English Literature FT","Level 4",8.45,"Commuter","W1B 2HW",0,8.33,"BA","3rd"
"2016/17","BSBIS01F","BSc Business Information Systems FT","Level 4",3.6,"Commuter","W1W 6XH",5,15.79,"BSc","3rd"
"2016/17","BABSM06F","BA Business Management FT","Level 6",1.52,"Commuter","NW1 5LS",61,58.11,"BA","2:i"
"2017/18","BAFAS01F","BA Fashion Buying Management FT","Level 4",2.13,"Other inc. Private Halls","HA1 3TP",55,52.78,"BA","2:ii"
"2016/17","BSACC01F","BSc Accounting FT","Level 5",7.79,"Commuter","NW1 5LS",64,63.95,"BSc","2:i"
"2017/18","BSACC01F","BSc Accounting FT","Level 6",7.79,"Commuter","NW1 5LS",61,52.38,"BSc","2:i"
"2017/18","BSPSY02F","BSc Psychology FT","Level 4",6.8,"Other inc. Private Halls","W1W 6XH",53,52.86,"BSc","2:ii"
"2016/17","BABSM06F","BA Business Management FT","Level 5",7.72,"Commuter","NW1 5LS",67,58.82,"BA","2:i"
"2017/18","BABSM06F","BA Business Management FT","Level 6",7.72,"Commuter","NW1 5LS",71,62.16,"BA","1st"
"2016/17","BSNUT01F","BSc Human Nutrition FT","Level 4",4.66,"Other inc. Private Halls","W1W 6XH",59,72.45,"BSc","2:ii"
"2017/18","BSNUT01F","BSc Human Nutrition FT","Level 5",2.46,"Other inc. Private Halls","W1W 6XH",67,61.25,"BSc","2:i"
"2016/17","BABSM06F","BA Business Management FT","Level 4",60.47,"Unknown","NW1 5LS",56,60.81,"BA","2:ii"
"2017/18","BABSM06F","BA Business Management FT","Level 5",60.47,"Unknown","NW1 5LS",56,44.59,"BA","2:ii"
"2017/18","BAFAS03F","BA Fashion Merchandise Management FT","Level 4",8.96,"Other inc. Private Halls","HA1 3TP",51,11.39,"BA","2:ii"
"2017/18","BASOC01F","BA Sociology FT","Level 4",10.25,"Commuter","W1B 2HW",58,50,"BA","2:ii"
"2016/17","BAMRK02F","BA Marketing Communications FT","Level 5",7.34,"Other inc. Private Halls","NW1 5LS",53,54.67,"BA","2:ii"
"2017/18","BAMRK02F","BA Marketing Communications FT","Level 6",7.34,"Other inc. Private Halls","NW1 5LS",34,37.5,"BA","3rd"
"2017/18","BSCSS02F","BSc Computer Science FT","Level 4",5.15,"Commuter","W1W 6XH",44,89.86,"BSc","3rd"
"2017/18","BABSM06F","BA Business Management FT","Level 4",11.28,"Unknown","NW1 5LS",52,53.42,"BA","2:ii"
"2016/17","BAADS04F","BA Fine Art Mixed Media FT","Level 6",1.1,"Other inc. Private Halls","HA1 3TP",61,41.11,"BA","2:i"
"2016/17","BABSM06F","BA Business Management FT","Level 4",12.34,"Commuter","NW1 5LS",65,67.57,"BA","2:i"
"2017/18","BABSM06F","BA Business Management FT","Level 5",12.34,"Commuter","NW1 5LS",50,30.77,"BA","2:ii"
"2016/17","BSBIO02F","BSc Biological Sciences FT","Level 4",6.4,"Commuter","W1W 6XH",71,76.25,"BSc","1st"
"2016/17","BSBIO01F","BSc Biochemistry FT","Level 6",10.3,"Other inc. Private Halls","W1W 6XH",70,49.23,"BSc","1st"
"2016/17","BSBIS01F","BSc Business Information Systems FT","Level 6",6.61,"Commuter","W1W 6XH",38,11.94,"BSc","3rd"
"2016/17","BSBIS01F","BSc Business Information Systems FT","Level 6",5.29,"Commuter","W1W 6XH",41,35.48,"BSc","3rd"
"2016/17","BAMRK01F","BA International Marketing FT","Level 5",1.18,"Other inc. Private Halls","NW1 5LS",60,66.22,"BA","2:i"
"2017/18","BAMRK01F","BA International Marketing FT","Level 6",2.03,"Other inc. Private Halls","NW1 5LS",67,71.62,"BA","2:i"
"2016/17","BAJMC04F","BA Public Relations and Advertising FT","Level 5",2.36,"Unknown","HA1 3TP",58,66.67,"BA","2:ii"
"2017/18","BAJMC04F","BA Public Relations and Advertising FT","Level 6",2.36,"Unknown","HA1 3TP",54,54.55,"BA","2:ii"
"2016/17","BABSM07F","BA International Business FT","Level 6",7.96,"Commuter","NW1 5LS",50,29.35,"BA","2:ii"
"2016/17","BAJMC05F","BA Radio and Digital Production FT","Level 4",0.59,"UoW Halls","HA1 3TP",59,69.44,"BA","2:ii"
"2017/18","BAJMC05F","BA Radio and Digital Production FT","Level 5",1.1,"Unknown","HA1 3TP",65,46.38,"BA","2:i"
"2016/17","BABSM07F","BA International Business FT","Level 6",4.86,"Other inc. Private Halls","NW1 5LS",73,77.01,"BA","1st"
"2016/17","BAHIS03F","BA History FT","Level 6",3.92,"Commuter","W1B 2HW",22,51.61,"BA","3rd"
"2016/17","BABSM06F","BA Business Management FT","Level 5",4.77,"Commuter","NW1 5LS",83,80,"BA","1st"
"2017/18","BABSM06F","BA Business Management FT","Level 6",4.77,"Commuter","NW1 5LS",78,70.65,"BA","1st"
"2016/17","BSELE01F","BSc Electronic Engineering FT","Level 6",5.96,"Other inc. Private Halls","W1W 6XH",69,64.08,"BSc","2:i"
"2017/18","BAPHT01F","BA Contemporary Media Practice FT","Level 4",2.22,"Other inc. Private Halls","HA1 3TP",68,35.56,"BA","2:i"
"2017/18","BLLAW02F","LLB Law FT","Level 4",11.06,"Commuter","W1B 2HW",60,41.67,"LLB","2:i"
"2016/17","BAPHT02F","BA Photography FT","Level 5",0.4,"Other inc. Private Halls","HA1 3TP",61,30.19,"BA","2:i"
"2017/18","BAPHT02F","BA Photography FT","Level 6",0.86,"Other inc. Private Halls","HA1 3TP",62,6.67,"BA","2:i"
"2017/18","BACRI02F","BA Sociology and Criminology FT","Level 4",11.04,"Commuter","W1B 2HW",52,43.94,"BA","2:ii"
"2016/17","BSACC01F","BSc Accounting FT","Level 6",8.26,"Commuter","NW1 5LS",53,32.61,"BSc","2:ii"
"2016/17","BSBIO02F","BSc Biological Sciences FT","Level 6",9.86,"Commuter","W1W 6XH",50,38.36,"BSc","2:ii"
"2017/18","BSPSY02F","BSc Psychology FT","Level 4",13.01,"Commuter","W1W 6XH",39,31.94,"BSc","3rd"
"2017/18","BAFAS02F","BA Fashion Design FT","Level 4",6.37,"Other inc. Private Halls","HA1 3TP",63,9.72,"BA","2:i"
"2016/17","BAJMC05F","BA Radio and Digital Production FT","Level 5",2.02,"Other inc. Private Halls","HA1 3TP",65,56.94,"BA","2:i"
"2017/18","BAJMC05F","BA Radio and Digital Production FT","Level 6",0.65,"Other inc. Private Halls","HA1 3TP",70,38.3,"BA","1st"
"2016/17","BACRI01F","BA Criminology FT","Level 5",3.89,"Commuter","W1B 2HW",68,88.46,"BA","2:i"
"2017/18","BACRI01F","BA Criminology FT","Level 6",3.89,"Commuter","W1B 2HW",63,85.37,"BA","2:i"
"2016/17","BAFAS01F","BA Fashion Buying Management FT","Level 6",13.11,"Other inc. Private Halls","HA1 3TP",68,32.31,"BA","2:i"
"2016/17","BSACC01F","BSc Accounting FT","Level 6",4.65,"Other inc. Private Halls","NW1 5LS",77,83.12,"BSc","1st"
"2016/17","BAADS04F","BA Fine Art Mixed Media FT","Level 6",16.95,"Unknown","HA1 3TP",64,14.44,"BA","2:i"
"2017/18","BAMRK02F","BA Marketing Communications FT","Level 5",11.82,"Commuter","NW1 5LS",62,71.05,"BA","2:i"
"2017/18","BAPHT01F","BA Contemporary Media Practice FT","Level 4",0.59,"UoW Halls","HA1 3TP",76,44.44,"BA","1st"
"2017/18","BAPHT02F","BA Photography FT","Level 5",15.19,"Other inc. Private Halls","HA1 3TP",0,2.27,"BA","3rd"
"2016/17","BAMRK02F","BA Marketing Communications FT","Level 5",6,"UoW Halls","NW1 5LS",59,52,"BA","2:ii"
"2017/18","BAMRK02F","BA Marketing Communications FT","Level 6",2.59,"Other inc. Private Halls","NW1 5LS",61,46.58,"BA","2:i"
"2016/17","BALAN06F","BA Language and Other Disciplines FT","Level 5",9.02,"Commuter","W1B 2HW",57,58.82,"BA","2:ii"
"2017/18","BAARC02F","BA Interior Architecture FT","Level 4",7.43,"Commuter","NW1 5LS",63,26.37,"BA","2:i"
